GeneSymbol	Geneid	Chromosome	logFC_RNA	Fold FC	logCPM	PValue	FDR_RNA	K1ControlOE_1	K1ControlOE_2	K1ControlOE_3	Foxk1OE_1	Foxk1OE_2	Foxk1OE_3
Spp1	ENSMUSG00000029304.14	chr5	1.393824996	2.628	5.384544085	6.37E-67	1.78E-64	13.75038807	14.67242286	13.09291204	36.87506865	37.51316233	35.48925558
Tsku	ENSMUSG00000049580.12	chr7	1.245167696	2.37	6.995836039	8.54E-67	2.38E-64	21.86959311	28.26804522	23.93090718	54.59523416	59.34751087	62.92552443
Sod3	ENSMUSG00000072941.5	chr5	-1.282649005	0.411	6.321788478	1.56E-66	4.32E-64	29.26990359	28.9935444	32.4392941	12.24675419	13.40505828	11.91308686
Sema3g	ENSMUSG00000021904.5	chr14	1.367568319	2.58	5.551072116	1.69E-66	4.66E-64	5.017029053	6.816246967	5.341771905	14.29987732	14.68207675	15.60625915
Thy1	ENSMUSG00000032011.4	chr9	-1.559014201	0.339	4.590318806	5.54E-66	1.52E-63	20.62083625	19.25857299	22.13982685	7.653258545	7.328383086	6.235838757
Ero1l	ENSMUSG00000021831.8	chr14	1.165148674	2.243	10.42652999	9.27E-66	2.52E-63	165.6602971	241.9261534	167.0499877	451.9095871	419.5098247	427.4062442
Pgam1	ENSMUSG00000011752.6	chr19	1.174168787	2.257	9.163327804	1.21E-65	3.27E-63	176.672471	214.7941926	182.9336293	427.5168256	429.170544	449.7037482
Slc9a3r2	ENSMUSG00000002504.14	chr17	-1.710705364	0.306	4.067759931	1.66E-65	4.48E-63	10.77250033	10.8923869	12.39270691	3.202553494	3.57082234	3.705206644
Itgb3	ENSMUSG00000020689.4	chr11	-2.384944103	0.191	2.794225319	4.52E-65	1.20E-62	2.114333424	1.946132839	1.832773757	0.299421174	0.424148872	0.407433024
Gm4737	ENSMUSG00000048087.5	chr16	1.291149579	2.447	6.061533472	7.58E-65	1.99E-62	17.49975047	19.05152198	18.86834646	41.78381867	45.48763681	49.40333762
Edil3	ENSMUSG00000034488.14	chr13	-2.35090144	0.196	2.831536158	9.97E-65	2.61E-62	0.962918075	0.734181473	0.895932774	0.148760261	0.193980891	0.168145729
Bicc1	ENSMUSG00000014329.14	chr10	-1.617362845	0.326	4.317115047	1.32E-64	3.45E-62	4.177538709	3.652873409	4.252982297	1.352759922	1.291647032	1.327561075
Acsm5	ENSMUSG00000030972.6	chr7	-3.488816423	0.089	1.868672438	2.62E-63	6.80E-61	1.950871837	1.276012744	1.977371424	0.169124348	0.118589747	0.178853758
Ephb6	ENSMUSG00000029869.7	chr6	-2.781255375	0.145	2.34044264	2.67E-63	6.88E-61	2.44479546	1.973094674	2.541699096	0.354770408	0.305151112	0.360172502
Dnm1	ENSMUSG00000026825.17	chr2	-1.393272677	0.381	5.071913725	3.30E-63	8.47E-61	9.660223551	7.882928768	10.20065181	3.478339668	3.480889347	3.694208025
Pcdh18	ENSMUSG00000037892.13	chr3	-1.886735104	0.27	3.540697902	1.12E-62	2.85E-60	3.805671853	2.839214981	3.544508174	1.11753604	0.746299662	0.92533065
Heph	ENSMUSG00000031209.14	chrX	-1.386949478	0.382	5.061952725	1.48E-62	3.76E-60	6.652715894	6.078219876	6.139839103	2.466759112	2.39771656	2.408000475
P3h3	ENSMUSG00000023191.9	chr6	-1.759683184	0.295	3.818656711	1.72E-62	4.33E-60	5.576125042	5.154180047	5.842828706	1.920970722	1.375641064	1.649123367
Tpi1	ENSMUSG00000023456.14	chr6	1.135356373	2.197	10.06318938	2.08E-62	5.22E-60	224.5873175	266.2211339	235.4979409	516.379336	545.3290854	546.4163408
Plat	ENSMUSG00000031538.6	chr8	-2.351841923	0.196	2.757691966	4.03E-62	1.01E-59	1.930800885	1.562706942	1.903658818	0.386057963	0.304791843	0.376861994
Stbd1	ENSMUSG00000047963.7	chr5	1.499175893	2.827	4.658264482	5.87E-62	1.46E-59	5.377528148	6.36594006	5.853015878	16.48928129	16.79119636	16.8024907
Gck	ENSMUSG00000041798.15	chr11	-1.367177484	0.388	5.130485448	6.59E-62	1.63E-59	15.25915721	15.6783307	18.84802053	5.754921091	7.03090314	6.651795744
Col28a1	ENSMUSG00000068794.6	chr6	-2.487754859	0.178	2.587817972	8.42E-62	2.07E-59	2.505804031	1.851316649	1.850646162	0.339150071	0.368224314	0.405829527
Pdk1	ENSMUSG00000006494.11	chr2	1.174282132	2.257	7.442841937	1.07E-61	2.62E-59	13.34521001	15.2229424	12.42372832	31.15881311	30.39261721	31.65288816
Npc1	ENSMUSG00000024413.13	chr18	1.204804811	2.305	6.712628517	2.79E-61	6.79E-59	5.428859099	6.381641561	5.831888748	12.80014541	13.42815938	14.74672676
Ecm1	ENSMUSG00000028108.15	chr3	-1.366950876	0.388	5.073654407	4.20E-61	1.01E-58	19.11960067	17.00830313	21.42908087	6.817519206	8.220560343	7.442958774
Tlr2	ENSMUSG00000027995.10	chr3	-2.197489862	0.218	2.931227804	4.24E-61	1.02E-58	4.458004734	3.503909342	4.419113898	0.870456385	0.930076573	0.919087019
Myh11	ENSMUSG00000018830.8	chr16	-2.10161708	0.233	3.070801215	5.26E-61	1.26E-58	2.122475285	1.99267276	2.024391279	0.427883496	0.520809023	0.488619936
Clu	ENSMUSG00000022037.14	chr14	-1.827663435	0.282	3.584343062	7.73E-61	1.83E-58	5.614174803	4.918206589	5.733691026	1.448342449	1.616184854	1.550666162
Pla2g16	ENSMUSG00000060675.13	chr19	-1.123988379	0.459	9.285024126	1.28E-60	3.02E-58	138.7081563	125.3162938	135.6326985	61.65360554	63.74653155	59.3841734
Ccl6	ENSMUSG00000018927.3	chr11	-2.270223807	0.207	2.808069783	3.24E-60	7.58E-58	7.010206039	5.561944738	6.678155075	1.551075986	1.338599661	1.135596812
Ddah2	ENSMUSG00000007039.12	chr17	-1.617490168	0.326	4.041695928	7.84E-59	1.82E-56	16.46768532	13.25898651	16.85594848	4.772728742	5.059225374	5.479295288
Map1a	ENSMUSG00000027254.13	chr2	-1.230902701	0.426	5.948559406	1.19E-58	2.74E-56	7.879979866	6.199730264	7.203715035	2.917829425	3.077710115	3.144758354
Mif	ENSMUSG00000033307.6	chr10	1.113984604	2.164	8.528261553	1.61E-58	3.69E-56	388.0556323	460.2152081	409.481539	900.8384748	908.9059984	933.8168266
Dgat2	ENSMUSG00000030747.5	chr7	1.09412743	2.135	10.56220806	1.90E-58	4.35E-56	294.3189511	336.0910164	304.3501966	648.5991577	693.9607685	668.7340799
Fbln1	ENSMUSG00000006369.14	chr15	-2.670969179	0.157	2.283620543	4.06E-58	9.24E-56	1.977496017	1.810018262	1.939335418	0.330959855	0.355265463	0.215384222
Unc5b	ENSMUSG00000020099.7	chr10	1.222994606	2.334	5.990230121	5.95E-58	1.35E-55	5.86765786	6.843845114	6.682364742	13.85210392	15.93611531	15.81751497
Ceacam1	ENSMUSG00000074272.10	chr7	2.814001809	7.032	2.23034306	8.37E-58	1.89E-55	0.174485685	0.258429053	0.146818704	1.263390826	1.293266874	1.539370251
Anpep	ENSMUSG00000039062.15	chr7	-2.462061379	0.181	2.483280886	9.67E-58	2.17E-55	2.514446097	2.037616089	2.254763362	0.310763434	0.314754364	0.619362029
Egfr	ENSMUSG00000020122.16	chr11	-2.051580345	0.241	3.031831411	1.17E-57	2.60E-55	1.186334652	1.115867366	1.17128134	0.29782296	0.278444035	0.267655053
Slc5a3	ENSMUSG00000089774.2	chr16	-1.154298273	0.449	6.887020649	1.34E-57	2.98E-55	16.66559397	13.52699733	14.55312486	6.638161662	6.825472201	6.796138968
Adm	ENSMUSG00000030790.15	chr7	-1.691702776	0.31	3.773427761	1.40E-57	3.09E-55	13.40388808	12.26186734	12.89964186	4.497656076	3.988566045	3.551156785
Fgf7	ENSMUSG00000027208.14	chr2	-1.734872929	0.3	3.662444475	1.86E-57	4.09E-55	6.336574082	5.472423702	6.101903763	2.04408922	1.464136309	1.931030956
Cryab	ENSMUSG00000032060.9	chr9	-1.198267028	0.436	6.104383428	5.51E-57	1.21E-54	81.08110688	78.4552859	82.32058129	32.98364846	37.21615349	35.9911579
Scd3	ENSMUSG00000025202.7	chr19	1.136270226	2.198	7.137967315	8.31E-57	1.81E-54	22.18814273	28.87122859	24.67316349	53.71167943	55.0927067	58.90909511
Synpo	ENSMUSG00000043079.17	chr18	-1.608907643	0.328	3.960018374	1.40E-56	3.03E-54	2.556052911	2.354859647	2.442250901	0.853705694	0.824411394	0.751129787
Sphk1	ENSMUSG00000061878.15	chr11	-2.510996333	0.175	2.387535517	1.58E-56	3.41E-54	2.055032246	1.680263544	1.80788597	0.190660484	0.419422286	0.361289663
Lpin3	ENSMUSG00000027412.12	chr2	1.577331071	2.984	4.087258393	2.60E-56	5.58E-54	2.006324339	2.608943051	2.206647559	6.435469886	7.182124094	6.848137648
Nynrin	ENSMUSG00000075592.9	chr14	-1.297315339	0.407	5.135838053	4.41E-56	9.36E-54	6.725842448	6.037890535	7.329505703	2.786543116	2.861037005	2.593647765
Nrp1	ENSMUSG00000025810.8	chr8	-1.120801007	0.46	7.281670725	4.65E-56	9.79E-54	38.04642375	34.29139595	35.54494925	17.66603358	15.99111901	16.34270476
Pros1	ENSMUSG00000022912.8	chr16	-1.401573867	0.379	4.671106722	9.43E-56	1.98E-53	9.847348252	8.554738849	8.640543795	3.54938073	3.293937231	3.47761922
Slc27a1	ENSMUSG00000031808.6	chr8	-1.128534523	0.457	7.006223975	9.80E-56	2.05E-53	63.54421998	57.13107108	67.99229987	27.56596276	30.84077345	28.55493891
Cdh13	ENSMUSG00000031841.18	chr8	-1.38328688	0.383	4.755630743	1.05E-55	2.19E-53	3.751096111	3.060493044	3.66206544	1.450975311	1.149933664	1.453933693
Slc36a2	ENSMUSG00000020264.5	chr11	1.228488405	2.343	5.681541094	1.12E-55	2.33E-53	8.714528046	10.63763971	8.723979786	23.07814308	21.13049476	22.03064077
Fhl2	ENSMUSG00000008136.14	chr1	-1.931109017	0.262	3.174906744	1.37E-55	2.82E-53	8.347806064	7.149004175	7.021196251	2.850678408	1.55689243	1.570476837
Agtr2	ENSMUSG00000068122.10	chrX	-3.757063707	0.074	1.506409025	1.65E-55	3.38E-53	1.795473544	1.353372592	1.521737682	0.128784005	0.075252631	0.14143089
Ghr	ENSMUSG00000055737.12	chr15	-1.092808712	0.469	8.014186151	1.66E-55	3.39E-53	42.01099196	36.00370437	38.21714133	18.58265841	17.81033674	18.52683387
Mxra8	ENSMUSG00000029070.9	chr4	-1.153781724	0.449	6.447657372	3.24E-55	6.60E-53	43.15964246	37.87289554	42.35855456	18.80757322	18.85325454	18.23419106
Rab3il1	ENSMUSG00000024663.17	chr19	-1.642073219	0.32	3.783730487	4.95E-55	1.00E-52	4.389470129	4.560334834	4.784712648	1.449627963	1.597714555	1.380582995
Sparc	ENSMUSG00000018593.12	chr11	-1.058753591	0.48	10.43724448	6.96E-55	1.41E-52	569.6930467	523.8904861	569.4466337	269.4112608	270.2123717	264.9031892
Mrc2	ENSMUSG00000020695.14	chr11	-1.141716885	0.453	6.568250771	8.08E-55	1.62E-52	20.09254824	17.98548493	20.41986057	8.696355064	9.150557503	8.872943541
Rasa3	ENSMUSG00000031453.16	chr8	-1.104469389	0.465	7.321147078	1.12E-54	2.23E-52	44.73785558	40.65128602	42.69466656	20.19776795	20.24919346	19.5832943
Sulf2	ENSMUSG00000006800.13	chr2	-1.388881441	0.382	4.604339119	5.64E-54	1.12E-51	6.213541588	5.852255979	6.03462284	2.125849163	2.39191094	2.443538565
Acox2	ENSMUSG00000021751.13	chr14	1.27420817	2.419	5.162123904	5.81E-54	1.15E-51	4.89562831	6.389621959	5.524792187	13.66382464	12.89640279	14.36871982
Tmem119	ENSMUSG00000054675.5	chr5	-1.447003381	0.367	4.375508186	5.83E-54	1.15E-51	13.86528269	11.21777016	14.10743031	5.458272215	4.497656312	4.560625221
Grem2	ENSMUSG00000050069.3	chr1	-2.546632524	0.171	2.269984978	7.88E-54	1.55E-51	2.221038102	1.957027454	2.347310582	0.386016728	0.307432616	0.432647185
Fzd2	ENSMUSG00000050288.6	chr11	-1.269057246	0.415	5.106133319	2.12E-53	4.14E-51	13.59543758	11.26455766	14.8500275	5.949105545	5.452678645	5.222376486
Sox11	ENSMUSG00000063632.6	chr12	2.424086016	5.367	2.446637354	3.77E-53	7.34E-51	0.153971802	0.263861079	0.179491209	1.062979393	1.114274963	1.037659036
Serpinf1	ENSMUSG00000000753.15	chr11	-1.085994756	0.471	7.26603814	9.15E-53	1.77E-50	95.15626508	80.14214673	89.86372829	42.80632366	41.0819773	42.00823189
Gdf15	ENSMUSG00000038508.7	chr8	2.326483952	5.016	2.541805773	1.13E-52	2.18E-50	0.921281242	1.121777016	0.978084483	3.527061495	6.108595712	5.587894763
Scrn1	ENSMUSG00000019124.10	chr6	-3.07634129	0.119	1.80019043	1.64E-52	3.14E-50	0.872866645	0.569520679	0.686605007	0.130544636	0.05811918	0.066751687
Arhgap33	ENSMUSG00000036882.7	chr7	1.498633685	2.826	4.132854077	2.60E-52	4.96E-50	1.438897651	1.81693119	1.817163486	4.425037464	5.000176266	5.005288211
Abca8a	ENSMUSG00000041828.15	chr11	-1.440567126	0.368	4.295173604	3.19E-52	6.06E-50	4.743636278	4.241699471	4.688905311	1.792699216	1.484502115	1.808330031
Mum1l1	ENSMUSG00000042515.13	chrX	-1.534066913	0.345	3.961322547	3.32E-52	6.29E-50	4.905054719	4.596307598	4.747658055	1.630831156	1.638038675	1.688794337
Ccnd1	ENSMUSG00000070348.5	chr7	-1.177737347	0.442	5.729217648	3.41E-52	6.43E-50	16.35014977	14.70610203	15.65834415	7.174553066	6.750236066	6.892661017
Clip3	ENSMUSG00000013921.15	chr7	-1.579281824	0.335	3.820085069	4.61E-52	8.65E-50	5.867139201	4.780990521	5.415688656	1.782463898	1.933627337	1.700157844
Fibin	ENSMUSG00000074971.4	chr2	1.285785425	2.438	4.933075192	4.71E-52	8.82E-50	7.055908936	8.960580847	7.261818562	17.87880727	18.68068379	20.54235331
Tacc1	ENSMUSG00000065954.11	chr8	-1.094466234	0.468	6.812456456	9.26E-52	1.73E-49	13.94260036	11.75001822	12.70241369	6.032452913	6.055680188	6.033456544
Ppp1r15a	ENSMUSG00000040435.12	chr7	1.129943565	2.189	6.262368733	1.06E-51	1.97E-49	14.52343258	18.64692763	15.69099903	34.45498308	36.96830441	36.25025726
Sult1a1	ENSMUSG00000030711.15	chr7	-1.05905523	0.48	7.738997453	1.10E-51	2.03E-49	190.7389168	186.5305181	195.3601872	91.73544436	92.60905301	92.63703499
Angpt1	ENSMUSG00000022309.8	chr15	-1.069270103	0.477	7.324826254	1.96E-51	3.60E-49	53.5070718	50.72605733	48.30716978	25.08520867	23.35885501	24.81925292
Ptk7	ENSMUSG00000023972.9	chr17	-1.43429291	0.37	4.257841944	2.24E-51	4.10E-49	6.854424458	5.831951592	6.924110681	2.252411054	2.494079098	2.56726519
Tmsb10	ENSMUSG00000079523.8	chr6	-1.123901268	0.459	6.247840863	2.54E-51	4.64E-49	89.0463265	69.33244244	85.63541771	42.33842277	36.36662397	34.20265436
Cdkn1a	ENSMUSG00000023067.13	chr17	1.040043995	2.056	8.454595789	2.76E-51	5.03E-49	98.50731295	108.2014964	101.6645718	204.5095351	219.5978866	214.9442169
Hk2	ENSMUSG00000000628.10	chr6	1.036018687	2.051	8.637373938	3.57E-51	6.49E-49	40.97419159	48.32142044	41.32547429	88.72230298	90.57244732	90.62808044
Cidec	ENSMUSG00000030278.11	chr6	-1.015349314	0.495	11.86313074	4.54E-51	8.20E-49	2658.775595	2592.591822	2774.356849	1282.641259	1398.496767	1320.322302
Ubd	ENSMUSG00000035186.6	chr17	-1.199683927	0.435	5.392697921	6.13E-51	1.10E-48	65.4605699	59.87871402	62.66180095	29.04262589	25.48605329	28.01398393
Aim1	ENSMUSG00000019866.13	chr10	-1.181851257	0.441	5.539495771	6.21E-51	1.11E-48	8.811848627	7.494700701	8.268966704	3.497201464	3.798650075	3.620195409
Igf1	ENSMUSG00000020053.18	chr10	-1.236762155	0.424	5.106349978	7.18E-51	1.28E-48	5.15748662	4.812984188	4.636978355	2.243528797	1.854937831	2.15314631
Itpk1	ENSMUSG00000057963.9	chr12	1.158918999	2.233	5.76524099	1.16E-50	2.06E-48	9.716291228	10.27293207	10.15790299	22.11024498	23.099076	22.62260929
Pfkl	ENSMUSG00000020277.9	chr10	1.031133051	2.044	8.571568698	1.28E-50	2.28E-48	49.98291369	64.78661436	55.09515924	111.5914132	121.1302298	117.1151748
Clmp	ENSMUSG00000032024.10	chr9	-1.150330063	0.451	5.790052102	2.16E-50	3.82E-48	17.5136748	16.35366221	15.82870962	8.047036688	7.010961889	7.513817688
Lpar1	ENSMUSG00000038668.14	chr4	-1.780613607	0.291	3.248491406	2.31E-50	4.07E-48	3.344101621	3.404156315	3.502930305	1.023651176	0.781974665	1.206432863
Gpcpd1	ENSMUSG00000027346.15	chr2	1.042765346	2.06	7.770590971	3.55E-50	6.22E-48	19.00441165	21.4875506	17.95873081	40.88551148	38.4861176	41.96957626
Gpc6	ENSMUSG00000058571.10	chr14	-1.695219907	0.309	3.416612722	5.32E-50	9.30E-48	1.973736105	1.652681667	1.5427001	0.528150333	0.530950889	0.54883226
Rhou	ENSMUSG00000039960.5	chr8	-1.05427353	0.482	7.287234852	5.63E-50	9.81E-48	54.04763213	54.41889183	57.14031773	26.03945068	26.9624283	27.3692266
Aldoa	ENSMUSG00000030695.14	chr7	1.003101795	2.004	11.57342475	7.43E-50	1.29E-47	495.5478005	599.5344189	516.1423729	1066.640467	1085.149941	1103.294246
Bgn	ENSMUSG00000031375.17	chrX	-1.008347352	0.497	9.693301393	1.16E-49	2.01E-47	193.1081727	167.3651825	181.5116247	93.45041101	88.69935143	89.35621219
Wnt5a	ENSMUSG00000021994.14	chr14	-1.35089142	0.392	4.486660765	1.42E-49	2.46E-47	4.219452186	4.212726997	3.889168245	1.567515537	1.561514211	1.73731891
Tenm4	ENSMUSG00000048078.16	chr7	1.13383353	2.194	5.88807146	1.55E-49	2.66E-47	1.757774237	1.858575961	1.634725273	3.81296318	3.521994942	4.276604467
Rassf2	ENSMUSG00000027339.15	chr2	-1.215643499	0.431	5.128715321	1.56E-49	2.67E-47	4.165767139	3.97463482	4.05584527	1.866133166	1.732184664	1.69529694
Chst15	ENSMUSG00000030930.14	chr7	-2.595176242	0.165	2.042158197	5.43E-49	9.27E-47	0.96312356	1.068055882	1.072793878	0.166476303	0.200113613	0.147033588
Prrx1	ENSMUSG00000026586.16	chr1	-1.078438625	0.474	6.516310712	6.02E-49	1.02E-46	12.24808278	10.37263597	10.94327226	5.351291939	5.134274945	5.535552275
Rasl11b	ENSMUSG00000049907.8	chr5	-1.890434809	0.27	2.95852011	1.10E-48	1.87E-46	6.0203022	4.646645072	6.188100937	1.660023435	1.853143908	1.06419673
Megf6	ENSMUSG00000057751.14	chr4	-6.986033851	0.008	0.664216739	2.84E-48	4.80E-46	0.358755243	0.476208925	0.317888961	0	0	0.00663534
Eno1	ENSMUSG00000063524.13	chr4	1.002469404	2.003	8.76527211	2.98E-48	5.01E-46	51.62412026	58.13833982	51.11763461	108.2186427	107.4214666	109.1777643
Mxra7	ENSMUSG00000020814.13	chr11	-1.458228259	0.364	3.986919513	3.14E-48	5.27E-46	9.388273916	9.195819091	10.47265306	3.493326719	3.684741434	3.475694197
Akap12	ENSMUSG00000038587.8	chr10	-1.098117738	0.467	6.069121385	4.32E-48	7.21E-46	14.77292324	14.37184479	14.68440691	6.602706827	6.798402666	7.232273788
Fam57b	ENSMUSG00000058966.13	chr7	1.632844688	3.101	3.531728445	5.25E-48	8.74E-46	1.23304773	1.627883276	1.353922164	4.041158608	4.655971088	4.436349374
Rbms3	ENSMUSG00000039607.15	chr9	-1.689739091	0.31	3.332293793	6.81E-48	1.13E-45	1.520770969	1.435386691	1.453051162	0.488474526	0.42784658	0.461780904
Pak3	ENSMUSG00000031284.16	chrX	-1.380676282	0.384	4.236380256	1.49E-47	2.45E-45	3.27104512	2.380383479	2.861287423	1.048193533	1.111003618	1.138133042
Fbn1	ENSMUSG00000027204.13	chr2	-1.118300117	0.461	5.751246857	1.80E-47	2.96E-45	6.704461295	5.762354521	5.715135648	3.006436996	2.509506455	2.930513558
Kctd12b	ENSMUSG00000041633.14	chrX	-1.801200886	0.287	3.07328691	2.20E-47	3.60E-45	2.825719422	2.540804363	2.584567314	0.89491233	0.683630114	0.724444933
Tusc5	ENSMUSG00000046275.2	chr11	1.015907161	2.022	7.577561599	2.67E-47	4.36E-45	36.20276756	40.91375725	37.14211966	74.5241677	77.69458065	80.61588347
Adamts5	ENSMUSG00000022894.5	chr16	-1.051716578	0.482	6.63985071	2.95E-47	4.79E-45	17.40401434	16.09095845	16.21812507	8.318159811	7.739787458	8.113559937
Ppp1r3b	ENSMUSG00000046794.9	chr8	1.313971195	2.486	4.529602868	5.37E-47	8.67E-45	1.878522242	2.497389569	1.945598783	5.349026848	5.025132414	5.431821913
Adrb2	ENSMUSG00000045730.3	chr18	2.035166926	4.099	2.688461949	6.23E-47	9.99E-45	1.244030608	0.915591528	1.243043331	4.547193132	4.71849093	4.877888121
Twist2	ENSMUSG00000007805.4	chr1	-1.254937085	0.419	4.764271861	6.37E-47	1.02E-44	11.99428936	11.23638398	12.84082559	4.976331198	5.36223596	4.890728309
B3galnt1	ENSMUSG00000043300.2	chr3	-1.282846163	0.411	4.613250931	7.65E-47	1.22E-44	17.66788464	14.96796685	18.46825272	6.758747128	7.553137694	6.85547729
Abca9	ENSMUSG00000041797.7	chr11	-2.825540465	0.141	1.770669758	7.87E-47	1.25E-44	0.814892604	0.674038813	0.701707845	0.139709362	0.074639239	0.097415329
Bmp1	ENSMUSG00000022098.9	chr14	-1.126519216	0.458	5.566692478	9.75E-47	1.54E-44	17.79670387	14.79210944	19.11556468	7.752680529	8.207548227	7.915804904
Mthfd1l	ENSMUSG00000040675.17	chr10	1.402798373	2.644	4.13524304	1.00E-46	1.58E-44	2.115934775	2.225089608	2.078217098	5.662046112	5.225902382	6.222491455
S1pr2	ENSMUSG00000043895.5	chr9	-1.672541705	0.314	3.292337835	2.09E-46	3.28E-44	6.004323673	4.920144546	4.882921487	1.673780317	1.813826317	1.503940415
Cebpb	ENSMUSG00000056501.3	chr2	1.009580823	2.013	7.38117613	2.98E-46	4.66E-44	69.34325867	69.25870858	80.83626488	135.3500622	162.222696	147.7642692
Gas2	ENSMUSG00000030498.15	chr7	-1.984302946	0.253	2.678110664	4.23E-46	6.59E-44	2.274580282	1.779935128	2.027358113	0.536170137	0.561436169	0.450122684
Col1a1	ENSMUSG00000001506.10	chr11	-0.969392533	0.511	9.54254025	5.30E-46	8.23E-44	154.441121	131.6768553	163.4429132	78.97090889	77.57739215	74.83604598
C1rb	ENSMUSG00000098470.1	chr6	-1.407575445	0.377	4.027257866	5.72E-46	8.86E-44	10.60236737	8.481754944	10.0236783	3.372547688	3.77135575	3.916227238
Tmbim6	ENSMUSG00000023010.14	chr15	0.96257502	1.949	10.86135958	5.82E-46	8.98E-44	309.7582151	353.5635886	327.1500161	632.6700244	645.362162	667.531729
Ibsp	ENSMUSG00000029306.8	chr5	2.216282548	4.647	2.409279073	8.19E-46	1.26E-43	0.644573886	1.004608817	0.978974764	4.038947865	4.018199357	4.246027062
Il11ra1	ENSMUSG00000073889.10	chr4	-1.126883298	0.458	5.433074259	1.19E-45	1.82E-43	13.36854602	12.08137036	14.16823068	6.119422143	6.057124793	6.113937989
Fam102a	ENSMUSG00000039157.12	chr2	-1.182907321	0.44	4.988508547	1.38E-45	2.11E-43	7.348303817	6.745107079	7.623523681	3.380574813	3.045074247	3.222502083
Lynx1	ENSMUSG00000022594.14	chr15	-1.882327158	0.271	2.836064051	1.78E-45	2.71E-43	2.550444201	2.054853375	2.559848031	0.585722747	0.622772821	0.751149779
Eml1	ENSMUSG00000058070.14	chr12	-1.299172721	0.406	4.428673247	2.07E-45	3.14E-43	4.237710967	3.554439415	4.506607123	1.627283577	1.608912575	1.806415923
Pkm	ENSMUSG00000032294.16	chr9	0.957392074	1.942	10.38387429	2.43E-45	3.68E-43	321.9664368	375.4983468	346.6991715	659.828824	693.994479	689.8222109
Loxl1	ENSMUSG00000032334.9	chr9	-1.015365384	0.495	6.870677604	3.50E-45	5.28E-43	47.02563903	42.6162872	50.56351711	21.76645477	26.7536132	21.35758033
mt-Co3	ENSMUSG00000064358.1	chrM	-0.968653935	0.511	8.543006594	4.82E-45	7.25E-43	548.8336167	954.4835928	379.5295096	215.601959	371.5405509	382.2659686
Tuba1a	ENSMUSG00000072235.5	chr15	-0.997410422	0.501	7.28482233	5.31E-45	7.96E-43	134.1881509	106.7988024	136.0548738	60.69388007	67.53429672	62.10423794
Lrrc17	ENSMUSG00000039883.5	chr5	-1.645436888	0.32	3.288433514	5.58E-45	8.35E-43	4.950641872	3.310921133	3.957370387	1.231702284	1.304173138	1.405171122
Tmem176b	ENSMUSG00000029810.15	chr6	-1.027411875	0.491	6.582747584	5.68E-45	8.46E-43	56.08518125	51.18618217	54.87222114	27.09841412	25.96853702	27.11424825
